ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON,TAGS
BAlaS,https://github.com/wells-wood-research/balas,https://doi.org/10.1093/bioinformatics/btaa026,,,Protein Structure,Protein-Protein Docking,,,"fast, interactive and accessible computational alanine-scanning using BudeAlaScan (online)",9,2021-03-26T15:16:12.000Z,46 months ago,,55,Bioinformatics,4.4,material/set-all,protein-protein docking
Cluspro,,https://doi.org/10.1038%2Fnprot.2016.169,https://cluspro.bu.edu/login.php,,Protein Structure,Protein-Protein Docking,,,protein docking (online),,,,,2326,Nature Protocols,13.1,material/set-all,"protein-protein docking, webserver"
ClusPro FMFT-SAXS,,https://doi.org/10.1038%2Fnprot.2016.169,,https://beta.cluspro.org/,Protein Structure,Protein-Protein Docking,,,Ultra-fast Filtering Using Small-Angle X-ray Scattering Data in Protein Docking (online and standalone),,,,,2326,Nature Protocols,13.1,material/set-all,protein-protein docking
ClusPro TBM,,https://doi.org/10.1038%2Fnprot.2016.169,,https://tbm.cluspro.org/,Protein Structure,Protein-Protein Docking,,,Toward combining template-based methods with free docking (protein-protein docking) (online),,,,,2326,Nature Protocols,13.1,material/set-all,protein-protein docking
ClusPro-DC,,https://doi.org/10.1038%2Fnprot.2016.169,https://cluspro.bu.edu/,,Protein Structure,Protein-Protein Docking,,,discrimination between Xray and biological dimers (online requires login),,,,,2326,Nature Protocols,13.1,material/set-all,protein-protein docking
CoDockPP,,https://doi.org/10.1021/acs.jcim.9b00445,http://codockpp.schanglab.org.cn/,,Protein Structure,Protein-Protein Docking,,,A Multistage Approach for Global and Site-Specific Protein-Protein Docking (online),,,,,35,Journal of Chemical Information and Modeling,5.6,material/set-all,"protein-protein docking, webserver"
DisVis,,https://doi.org/10.1093/bioinformatics/bt,http://milou.science.uu.nl/cgi/services/DISVIS/disvis/,,Protein Structure,Protein-Protein Docking,,,visualizes the accessible interaction space (online),,,,,0,,,material/set-all,"protein-protein docking, webserver"
DOCK/PIERR,,https://doi.org/10.1007/978-1-4939-0366-5_14,http://clsb.ices.utexas.edu/web/dock.html,,Protein Structure,Protein-Protein Docking,,,Protein Docking Server (online),,,,,26,Methods in Molecular Biology,,material/set-all,"protein-protein docking, webserver"
Dockground,,https://doi.org/10.1002/pro.4481,,http://dockground.compbio.ku.edu/,Protein Structure,Protein-Protein Docking,,,"A comprehensive data resource for modeling of protein complexes, datasets, decoys... (online)",,,,,13,Protein Science,4.5,material/set-all,protein-protein docking
DOCKSCORE,,127,http://caps.ncbs.res.in/dockscore/,,Protein Structure,Protein-Protein Docking,,,rank docked poses (online),,,,,,,,material/set-all,protein-protein docking
DockStar,,,http://bioinfo3d.cs.tau.ac.il/DockStar/,,Protein Structure,Protein-Protein Docking,,,Modelling of multimolecular protein complexes (online),,,,,,,,material/set-all,protein-protein docking
DockSurf,,https://doi.org/10.1021/acs.jcim.3c00569,,https://bioserv.rpbs.univ-paris-diderot.fr/services/DockSurf/,Protein Structure,Protein-Protein Docking,,,A molecular modeling software for the prediction of protein/surface adhesion (eg. gold surfaces) (online),,,,,0,Journal of Chemical Information and Modeling,5.6,material/set-all,protein-protein docking
DOVE,,https://doi.org/10.1093/bioinformatics/btz870,,http://kiharalab.org/dove/,Protein Structure,Protein-Protein Docking,,,convolutional deep neural network-based approach named DOcking decoy selection with Voxel-based deep neural nEtwork (DOVE) for evaluating protein docking models (online),,,,,94,Bioinformatics,4.4,material/set-all,protein-protein docking
EROS-DOCK,,doi:10.1093/bioinformatics/btz434,,http://erosdock.loria.fr/,Protein Structure,Protein-Protein Docking,,,protein�protein docking using exhaustive branch-and-bound rotational search (standalone),,,,,9,,,material/set-all,protein-protein docking
ezCADD,,https://doi.org/10.1021/acs.jcim.8b00633,,http://www.dxulab.org/software,Protein Structure,Protein-Protein Docking,,,"a Rapid 2D/3D Visualization Enabled Web Modeling Environment for Democratizing Computer-Aided Drug Design (small molecule docking, protein docking, 2D/3D interaction viz, de novo lead optimization, pocket search and polypharmacology) online",,,,,61,Journal of Chemical Information and Modeling,5.6,material/set-all,"protein-protein docking, docking, protein-ligand interaction (PLI), de novo generation, binding site prediction, homology modelling, webserver"
FiltRest3D,,doi:10.1371/journal.pcbi.1008309,http://filtrest3d.genesilico.pl/filtrest3d/help.html,,Protein Structure,Protein-Protein Docking,,,filter predicted models (online),,,,,44,,,material/set-all,"protein structure prediction, webserver"
FoldDock,https://gitlab.com/ElofssonLab/FoldDock/,https://doi.org/10.1038/s41467-022-28865-w,,,Protein Structure,Protein-Protein Docking,,,simultaneous folding and docking protocol FoldDock and AlphaFold (standalone),,,,,598,Nature Communications,14.7,material/set-all,"protein-protein docking, protein structure prediction"
FRODOCK,,https://doi.org/10.1093/bioinformatics/btw141,http://frodock.chaconlab.org/,,Protein Structure,Protein-Protein Docking,,,Fast Rotational DOCKing (online),,,,,135,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
GalaxyDomDock,,https://doi.org/10.1016/j.jmb.2022.167508,http://galaxy.seoklab.org/domdock,,Protein Structure,Protein-Protein Docking,,,An Ab Initio Domain-domain Docking Web Server for Multi-domain Protein Structure Prediction (online),,,,,6,Journal of Molecular Biology,4.7,material/set-all,"protein-protein docking, webserver"
GalaxyHomomer,,https://doi.org/10.1093/nar/gkx246,,http://galaxy.seoklab.org/cgi-bin/submit.cgi?type=HOMOMER,Protein Structure,Protein-Protein Docking,,,protein homo-oligomer structure prediction from a monomer sequence or structure (online),,,,,118,Nucleic Acids Research,16.6,material/set-all,protein-protein docking
GalaxyRefineComplex,,https://doi.org/10.1038%2Fsrep32153,http://galaxy.seoklab.org/cgi-bin/submit.cgi?type=COMPLEX,,Protein Structure,Protein-Protein Docking,,,Protein-protein complex structures generated by protein-protein docking methods can be refined (online),,,,,109,Scientific Reports,3.8,material/set-all,"protein-protein docking, structure refinement, webserver"
GalaxyTongDock,,https://doi.org/10.1093/nar/gks493,,http://galaxy.seoklab.org/tongdock,Protein Structure,Protein-Protein Docking,,,Symmetric and asymmetric ab initio protein-protein docking web server with improved energy parameters (online),,,,,707,Nucleic Acids Research,16.6,material/set-all,protein-protein docking
GRAMM,,https://doi.org/10.1007/978-1-0716-3441-7_5,http://gramm.compbio.ku.edu/,,Protein Structure,Protein-Protein Docking,,,Protein-Protein Docking Web Server (online),,,,,35,Methods in Molecular Biology,,material/set-all,"protein-protein docking, webserver"
GraphPPIS,,https://doi.org/10.1093/bioinformatics/btab643,https://biomed.nscc-gz.cn/apps/GraphPPIS,,Protein Structure,Protein-Protein Docking,,,"Structure-aware protein-protein interaction site prediction using deep graph convolutional network (online), standalone on github",,,,,112,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
GWIDD,,https://doi.org/10.1186/1479-7364-6-7,http://gwidd.compbio.ku.edu/,,Protein Structure,Protein-Protein Docking,,,genome wide docking database (online),,,,,14,Human Genomics,3.8,material/set-all,"webserver, protein-protein interaction (PPI), database"
Haddock,,https://doi.org/10.21769%2FBioProtoc.3793,http://haddock.chem.uu.nl/,,Protein Structure,Protein-Protein Docking,,,High Ambiguity Driven protein-protein DOCKing (online requires login),,,,,11,BIO-PROTOCOL,1,material/set-all,"protein-protein docking, webserver"
HawkDock,,https://doi.org/10.1093/nar/gkz397,http://cadd.zju.edu.cn/hawkdock/,,Protein Structure,Protein-Protein Docking,,,to predict and analyze the protein-protein complex based on computational docking and MM/GBSA (online),,,,,442,Nucleic Acids Research,16.6,material/set-all,"protein-protein docking, webserver"
HDOCK,,https://doi.org/10.1093%2Fnar%2Fgkx407,http://hdock.phys.hust.edu.cn/,,Protein Structure,Protein-Protein Docking,,,"hybrid protein�protein and protein�DNA/RNA docking, Pushing the accuracy limit of shape complementarity for protein-protein docking (online)",,,,,903,Nucleic Acids Research,16.6,material/set-all,"protein-protein docking, webserver"
HMI-PRED,,https://doi.org/10.1093/bioinformatics/btac633,https://interactome.ku.edu.tr/hmi/,,Protein Structure,Protein-Protein Docking,,,A Web Server for Structural Prediction of Host-Microbe Interactions Based on Interface Mimicry (online),,,,,7,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
InterEvDock2,,https://doi.org/10.1093%2Fnar%2Fgky377,http://bioserv.rpbs.univ-paris-diderot.fr/services/InterEvDock2/,,Protein Structure,Protein-Protein Docking,,,protein docking using evolutionary and biological information from homology models and multimeric inputs (online),,,,,48,Nucleic Acids Research,16.6,material/set-all,"protein-protein docking, webserver"
InterEvDock3,,https://doi.org/10.1093%2Fnar%2Fgkab358,http://bioserv.rpbs.univ-paris-diderot.fr/services/InterEvDock3/,,Protein Structure,Protein-Protein Docking,,,a combined template-based and free docking server with increased performance through explicit modeling of complex homologs and integration of covariation-based contact maps (online),,,,,22,Nucleic Acids Research,16.6,material/set-all,"protein-protein docking, webserver"
InterPred,,https://doi.org/10.1002/prot.25280,http://bioinfo.ifm.liu.se/inter/interpred/,,Protein Structure,Protein-Protein Docking,,,A pipeline to identify and model protein-protein interactions (online),,,,,34,"Proteins: Structure, Function, and Bioinformatics",3.2,material/set-all,"webserver, protein-protein interaction (PPI)"
INTERSPIA,,https://doi.org/10.1093/nar/gky378,http://bioinfo.konkuk.ac.kr/INTERSPIA/,,Protein Structure,Protein-Protein Docking,,,Explore the Dynamics of Protein-Protein Interactions Among Multiple Species (online),,,,,9,Nucleic Acids Research,16.6,material/set-all,"protein-protein interaction (PPI), webserver"
IRaPPA,,https://doi.org/10.1093/bioinformatics/btx068,https://life.bsc.es/pid/pydockrescoring/,,Protein Structure,Protein-Protein Docking,,,pyDockRescoring Server (online),,,,,37,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
LightDock,https://github.com/lightdock/lightdock,https://doi.org/10.1093/bioinformatics/btx555,https://server.lightdock.org/,,Protein Structure,"Protein-Protein Docking, Docking",Protein Docking,,"Artificial Intelligence-powered modeling of macromolecular interactions (macromolecular docking framework, online)",,,,,94,Bioinformatics,4.4,material/set-all,"protein-protein docking, docking, macromolecular, webserver"
P3DOCK,,https://doi.org/10.1093/bioinformatics/btz478,http://www.rnabinding.com/P3DOCK/P3DOCK.html,,Protein Structure,Protein-Protein Docking,,,a protein-RNA docking webserver based on template-based and template-free docking (online),,,,,20,Bioinformatics,4.4,material/set-all,"protein-RNA docking, webserver"
PPI-Affinity,,https://doi.org/10.1021/acs.jproteome.2c00020,https://protdcal.zmb.uni-due.de/PPIAffinity,,Protein Structure,Protein-Protein Docking,,,Prediction and Optimization of Protein-Peptide and Protein-Protein Binding Affinity (online),,,,,50,Journal of Proteome Research,3.8,material/set-all,"webserver, protein-protein affinity"
PRODIGY,,https://doi.org/10.1093/bioinformatics/btw514,https://wenmr.science.uu.nl/prodigy/,,Protein Structure,Protein-Protein Docking,,,PROtein binDIng enerGY prediction (online),,,,,913,Bioinformatics,4.4,material/set-all,"protein-protein affinity, webserver"
PRODIGY-crystal,,https://doi.org/10.1093/bioinformatics/btz437,https://wenmr.science.uu.nl/prodigy/,,Protein Structure,Protein-Protein Docking,,,classification of biological interfaces in protein complexes (online),,,,,32,Bioinformatics,4.4,material/set-all,"protein-protein interaction (PPI), webserver"
pyDock,,https://doi.org/10.1093/bioinformatics/btt262,https://life.bsc.es/pid/pydock/,,Protein Structure,Protein-Protein Docking,,,pyDockWEB: a web server for rigid-body protein�protein docking using electrostatics and desolvation scoring,,,,,241,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
pyDockDNA,,https://doi.org/10.3389/fmolb.2022.988996,https://model3dbio.csic.es/pydockdna,,Protein Structure,Protein-Protein Docking,,,A new web server for energy-based protein-DNA docking and scoring (online),,,,,21,Frontiers in Molecular Biosciences,3.9,material/set-all,"protein-DNA docking, webserver"
pyDockEneRes,,https://doi.org/10.1093/bioinformatics/btz884,https://life.bsc.es/pid/pydockeneres,,Protein Structure,Protein-Protein Docking,,,per-residue decomposition of protein-protein docking energy (online),,,,,20,Bioinformatics,4.4,material/set-all,"protein-protein docking, webserver"
QASDOM,,https://doi.org/10.1093/bioinformatics/btx591,http://qasdom.eimb.ru/qasdom.html,,Protein Structure,Protein-Protein Docking,,,"Quality ASsessment of DOcking Models, protein-protein (online)",,,,,10,Bioinformatics,4.4,material/set-all,"protein-protein docking, quality assessment, webserver"
